Cell type,test,material,time (hr),concentration (ug/ml),viability (%),Hydrodynamic diameter (nm),Zeta potential (mV)
HepG2,MTT,SiO2,6,25,83.151,141,71.7
HepG2,MTT,SiO2,6,50,66.615,141,71.7
HepG2,MTT,SiO2,6,100,61.622,141,71.7
HepG2,MTT,SiO2,9,1,96.1,141,71.7
HepG2,MTT,SiO2,9,10,88.456,141,71.7
HepG2,MTT,SiO2,9,12.5,80.655,141,71.7
HepG2,MTT,SiO2,9,25,70.671,141,71.7
HepG2,MTT,SiO2,9,50,49.922,141,71.7
HepG2,MTT,SiO2,9,100,39.938,141,71.7
HepG2,MTT,SiO2,12,1,91.888,141,71.7
HepG2,MTT,SiO2,12,10,84.867,141,71.7
HepG2,MTT,SiO2,12,12.5,61.154,141,71.7
HepG2,MTT,SiO2,12,25,42.122,141,71.7
HepG2,MTT,SiO2,12,50,27.613,141,71.7
HepG2,MTT,SiO2,12,100,22.153,141,71.7
HepG2,MTT,SiO2,24,1,98.604,30,-6.285
HepG2,MTT,SiO2,24,5,81.98,30,-0.025
HEK293,MTS,Pt,24,10,77.919,30,-7.165
HEK293,MTS,Pt,24,15,68.655,30,-6.475
HEK293,MTS,Pt,24,25,6.599,30,26.83
HEK293,MTS,Pt,24,1,98.858,50,-10.045
HEK293,MTS,Pt,24,5,84.264,50,-17.6
HEK293,MTS,Pt,24,10,80.457,50,-24.7
HEK293,MTS,Pt,24,15,68.782,50,71.23
HEK293,MTS,Pt,24,25,7.2335,50,71.23
HEK293,MTS,Pt,24,1,99.629,90,71.7
HEK293,MTS,Pt,24,5,90.853,90,44.6
HEK293,MTS,Pt,24,10,87.639,90,44.6
HEK293,MTS,Pt,24,15,72.93,90,44.6
HEK293,NRU,Pt,24,25,19.778,90,31.735
HEK293,NRU,Pt,48,1,96.701,30,-0.52
HEK293,NRU,Pt,48,5,80.584,30,-16.05
HEK293,NRU,Pt,48,10,77.284,30,18.58
HEK293,NRU,Pt,48,15,67.386,30,10.825
HEK293,NRU,Pt,48,25,5.7107,30,-31.215
HEK293,NRU,Pt,48,1,97.462,50,-17.6
HEK293,NRU,Pt,48,5,83.122,50,-17.6
HEK293,NRU,Pt,48,10,77.284,50,-26.3
HEK293,NRU,Pt,48,15,68.401,50,-26.3
HEK293,NRU,Pt,48,25,7.1066,50,-31.215
HEK293,NRU,Pt,48,1,99.135,90,-8.6
MCF-7,MTT,Pt,48,5,85.909,90,-20.25
MCF-7,MTT,Pt,48,10,81.459,90,-8.6
MCF-7,MTT,Pt,48,15,71.199,90,-8.415
MCF-7,MTT,Pt,48,25,13.226,90,-8.23
MCF-7,MTT,Pt,72,1,96.193,30,-4.58
MCF-7,MTT,Pt,72,5,80.584,30,-4.58
MCF-7,MTT,Pt,72,10,74.112,30,-24.5
MCF-7,MTT,Pt,72,15,65.609,30,-24.5
MCF-7,MTT,Pt,72,25,5.4569,30,-33.33
MCF-7,MTT,Pt,72,1,96.701,50,-12.32
MCF-7,MTT,Pt,72,5,82.487,50,-31.8
MCF-7,MTT,Pt,72,10,77.03,50,-32.5
MCF-7,MTT,Pt,72,15,66.117,50,-32.5
MCF-7,MTT,Pt,72,25,7.1066,50,-33.33
MCF-7,MTT,Pt,72,1,97.775,90,-35
MCF-7,MTT,Pt,72,5,84.92,90,-35
MCF-7,MTT,Pt,72,10,81.459,90,-33.35
MCF-7,MTT,Pt,72,15,68.356,90,-31.7
THP-1,CCK-8,Pt,72,25,13.226,90,10.285
THP-1,CCK-8,Pt,4,2.5,96.783,25,31.49
THP-1,CCK-8,Pt,4,5,69.437,25,60.48
THP-1,CCK-8,Pt,4,7.5,21.716,25,-17.75
THP-1,CCK-8,Pt,4,10,15.013,25,-17.75
THP-1,CCK-8,Pt,4,12.5,7.7748,25,-17.1
HepG2,MTS,Pt,4,15,6.9705,25,-17.1
HepG2,MTS,Pt,24,10,79.17,90,31.735
HepG2,MTS,Pt,24,25,63.44,90,4.635
HaCat,MTT,CuO,24,50,66.41,90,-31.7
HaCat,MTT,CuO,24,100,68.69,90,-31.7
HaCat,MTT,CuO,24,200,63.25,90,-31.7
HaCat,MTT,CuO,24,10,27.99,90,71.7
HaCat,MTT,CuO,24,25,25.73,90,71.7
HaCat,MTT,CuO,24,50,18.21,90,71.7
HaCat,MTT,CuO,24,100,17.87,90,71.7
HaCat,MTT,CuO,24,200,14.34,90,71.7
SIRC,MTT,TiO2,24,0.3,85.833,14.3,-26.5
SIRC,MTT,TiO2,24,0.625,88.333,14.3,-26.5
SIRC,MTT,TiO2,24,1.25,87.222,14.3,-26.5
SIRC,MTT,TiO2,24,2.5,88.611,14.3,-26.5
SIRC,MTT,TiO2,24,5,44.167,14.3,-26.5
SIRC,MTT,TiO2,24,0.3,100.56,82.73,-31.9
SIRC,MTT,ZnO,24,0.625,100.83,82.73,-31.9
SIRC,MTT,ZnO,24,1.25,96.944,82.73,-31.9
SIRC,MTT,ZnO,24,2.5,73.889,82.73,-31.9
SIRC,MTT,ZnO,24,5,33.889,82.73,-31.9
SIRC,MTT,ZnO,48,0.3,86.28,14.3,-26.5
SIRC,MTT,ZnO,48,0.625,82.85,14.3,-26.5
SIRC,MTT,SiO2,48,1.25,81.794,14.3,-26.5
SIRC,MTT,SiO2,48,2.5,77.045,14.3,-26.5
SIRC,MTT,SiO2,48,5,22.691,14.3,-26.5
SIRC,MTT,SiO2,48,0.3,85.752,82.73,-31.9
SIRC,MTT,SiO2,48,0.625,85.752,82.73,-31.9
SIRC,MTT,SiO2,48,1.25,82.586,82.73,-31.9
SIRC,MTT,CeO2,48,2.5,30.343,82.73,-31.9
SIRC,MTT,CeO2,48,5,13.984,82.73,-31.9
SIRC,MTT,CeO2,3,5,99.752,10,-31.8
SIRC,MTT,CeO2,3,10,103.22,10,-31.8
SIRC,MTT,CeO2,3,25,99.257,10,-31.8
SIRC,MTT,CeO2,3,50,100.25,10,-31.8
SIRC,MTT,Ag,3,75,97.525,10,-31.8
SIRC,MTT,Ag,3,100,98.267,10,-31.8
SIRC,MTT,Ag,3,150,99.01,10,-31.8
SIRC,MTT,Ag,3,175,98.267,10,-31.8
SIRC,MTT,Ag,3,200,96.535,10,-31.8
SIRC,MTT,Ag,3,300,97.277,10,-31.8
SIRC,MTT,ZnO,3,5,96.923,10.9,-45.4
SIRC,MTT,ZnO,3,10,97.788,10.9,-45.4
SIRC,MTT,ZnO,3,25,100.1,10.9,-45.4
SIRC,MTT,ZnO,3,50,93.173,10.9,-45.4
SIRC,MTT,ZnO,3,75,94.615,10.9,-45.4
SIRC,MTT,ZnO,3,100,96.346,10.9,-45.4
SIRC,MTT,ZnO,3,150,91.442,10.9,-45.4
SIRC,MTT,ZnO,3,175,93.173,10.9,-45.4
SIRC,MTT,ZnO,3,200,94.615,10.9,-45.4
SIRC,MTT,ZnO,3,300,96.346,10.9,-45.4
SIRC,MTT,ZnO,6,5,94.554,10,-31.8
SIRC,MTT,ZnO,6,10,101.73,10,-31.8
SIRC,MTT,ZnO,6,25,100.5,10,-31.8
SIRC,MTT,ZnO,6,50,96.287,10,-31.8
SIRC,MTT,ZnO,6,75,95.05,10,-31.8
SIRC,MTT,ZnO,6,100,100.99,10,-31.8
SIRC,MTT,ZnO,6,150,96.535,10,-31.8
SIRC,MTT,ZnO,6,175,95.792,10,-31.8
SIRC,MTT,ZnO,6,200,96.04,10,-31.8
SIRC,MTT,ZnO,6,300,96.04,10,-31.8
SIRC,MTT,ZnO,6,5,100.38,10.9,-45.4
SIRC,MTT,ZnO,6,10,96.923,10.9,-45.4
SIRC,MTT,ZnO,6,25,101.54,10.9,-45.4
SIRC,MTT,ZnO,6,50,96.346,10.9,-45.4
NHDF,MTT,Au,6,75,100.1,10.9,-45.4
NHDF,MTT,Au,6,100,100.38,10.9,-45.4
NHDF,MTT,Au,6,150,101.54,10.9,-45.4
NHDF,MTT,Au,6,175,98.654,10.9,-45.4
NHDF,MTT,Au,6,200,101.25,10.9,-45.4
NHDF,MTT,Au,6,300,100.1,10.9,-45.4
NHDF,MTT,Au,24,5,96.535,10,-31.8
NHDF,MTT,Au,24,10,89.109,10,-31.8
NHDF,MTT,Au,24,25,99.257,10,-31.8
NHDF,MTT,Au,24,50,93.069,10,-31.8
NHDF,MTT,Au,24,75,99.01,10,-31.8
NHDF,MTT,Au,24,100,103.22,10,-31.8
NHDF,MTT,Au,24,150,107.67,10,-31.8
NHDF,MTT,Au,24,175,107.18,10,-31.8
NHDF,MTT,Au,24,200,106.19,10,-31.8
NHDF,MTT,Au,24,300,96.04,10,-31.8
NHDF,MTT,Au,24,5,96.058,10.9,-45.4
NHDF,MTT,Au,24,10,88.558,10.9,-45.4
NHDF,MTT,Au,24,25,98.654,10.9,-45.4
NHDF,MTT,Au,24,50,92.596,10.9,-45.4
NHDF,MTT,Au,24,75,98.654,10.9,-45.4
NHDF,MTT,Au,24,100,102.69,10.9,-45.4
NHDF,MTT,Au,24,150,107.31,10.9,-45.4
NHDF,MTT,Au,24,175,106.44,10.9,-45.4
NHDF,MTT,Au,24,200,105.87,10.9,-45.4
NHDF,MTT,Au,24,300,95.481,10.9,-45.4
NHDF,MTT,Au,3,5,108.02,10,-31.8
NHDF,MTT,Au,3,10,99.543,10,-31.8
NHDF,MTT,Au,3,25,102.54,10,-31.8
NHDF,MTT,Au,3,50,111.02,10,-31.8
NHDF,MTT,Au,3,75,101.79,10,-31.8
NHDF,MTT,Au,3,100,106.78,10,-31.8
NHDF,MTT,Au,3,150,106.78,10,-31.8
NHDF,MTT,Au,3,175,103.78,10,-31.8
NHDF,MTT,Au,3,200,111.52,10,-31.8
NHDF,MTT,Au,3,300,101.79,10,-31.8
NHDF,MTT,Au,3,5,102.39,10.9,-45.4
NHDF,MTT,Au,3,10,103.76,10.9,-45.4
NHDF,MTT,Au,3,25,108.99,10.9,-45.4
NHDF,MTT,Au,3,50,107.61,10.9,-45.4
NHDF,MTT,Au,3,75,112.02,10.9,-45.4
NHDF,MTT,Au,3,100,109.82,10.9,-45.4
NHDF,MTT,Au,3,150,81.743,10.9,-45.4
NHDF,MTT,Au,3,175,111.74,10.9,-45.4
NHDF,MTT,Au,3,200,108.44,10.9,-45.4
A549,CCK-8,Au,48,15,72.134,100,-8.23
A549,CCK-8,Au,48,20,56.719,100,-8.23
A549,CCK-8,Au,48,25,10.079,100,-8.23
A549,CCK-8,Au,48,30,9.0909,100,-8.23
A549,CCK-8,Au,48,35,7.9051,100,-8.23
A549,CCK-8,Au,48,40,7.9051,100,-8.23
Caco-2,CCK-8,Ag,3,10,101.97,100,-8.23
Caco-2,CCK-8,Ag,3,15,92.358,100,-8.23
Caco-2,CCK-8,Ag,3,20,86.463,100,-8.23
Caco-2,CCK-8,Ag,3,25,65.066,100,-8.23
Caco-2,CCK-8,Ag,3,30,56.769,100,-8.23
Caco-2,CCK-8,ZnO,3,35,56.769,100,-8.23
Caco-2,CCK-8,ZnO,3,40,50.437,100,-8.23
Caco-2,CCK-8,ZnO,3,80,61.572,100,-8.23
Caco-2,CCK-8,ZnO,6,10,104.8,100,-8.23
Caco-2,CCK-8,ZnO,6,15,100.44,100,-8.23
THP-1,AlamarBlue,Ag,6,20,105.9,100,-8.23
THP-1,AlamarBlue,Ag,6,25,76.856,100,-8.23
THP-1,AlamarBlue,Ag,6,30,60.262,100,-8.23
THP-1,AlamarBlue,Ag,6,35,56.114,100,-8.23
THP-1,AlamarBlue,Ag,6,40,53.275,100,-8.23
THP-1,AlamarBlue,Ag,6,80,59.825,100,-8.23
THP-1,AlamarBlue,Ag,24,10,104.8,100,-8.23
THP-1,AlamarBlue,Ag,24,15,100,100,-8.23
THP-1,AlamarBlue,Ag,24,20,92.795,100,-8.23
THP-1,AlamarBlue,Ag,24,25,75.109,100,-8.23
THP-1,AlamarBlue,Ag,24,30,70.742,100,-8.23
THP-1,AlamarBlue,Ag,24,35,68.996,100,-8.23
THP-1,AlamarBlue,Ag,24,40,69.432,100,-8.23
THP-1,AlamarBlue,Ag,24,80,49.345,100,-8.23
THP-1,AlamarBlue,Ag,48,10,96.288,100,-8.23
THP-1,AlamarBlue,Ag,48,15,100.44,100,-8.23
THP-1,AlamarBlue,Ag,48,20,82.314,100,-8.23
THP-1,AlamarBlue,Ag,48,25,63.755,100,-8.23
THP-1,AlamarBlue,Ag,48,30,60.262,100,-8.23
THP-1,AlamarBlue,Ag,48,35,59.607,100,-8.23
SHSY5Y,MTT,Fe3O4,48,40,64.192,100,-8.23
SHSY5Y,MTT,Fe3O4,48,80,55.677,100,-8.23
SHSY5Y,MTT,Fe3O4,24,1,91.342,50,71.7
SHSY5Y,MTT,Fe3O4,24,2.5,61.905,50,71.7
SHSY5Y,MTT,Fe3O4,24,5,31.818,50,71.7
SHSY5Y,MTT,Fe3O4,24,10,15.152,50,71.7
SHSY5Y,MTT,Fe3O4,24,5,92.5,21.8,-19.285
SHSY5Y,MTT,Fe3O4,24,10,80.208,21.8,48.5
SHSY5Y,MTT,Fe3O4,24,15,63.958,21.8,23.6
SHSY5Y,MTT,Fe3O4,24,20,45.417,21.8,53.8
SHSY5Y,MTT,Fe3O4,24,25,36.458,21.8,25.67
SHSY5Y,MTT,Fe3O4,24,5,97.292,31.4,-6.73
SHSY5Y,MTT,Fe3O4,24,10,93.958,31.4,20.02
SHSY5Y,MTT,Fe3O4,24,15,87.083,31.4,-3.605
SHSY5Y,MTT,Fe3O4,24,20,82.5,31.4,-3.605
SHSY5Y,MTT,Fe3O4,24,25,74.167,31.4,-17.015
SHSY5Y,MTT,Fe3O4,24,5,92.5,56.7,18.35
SHSY5Y,MTT,Fe3O4,24,10,90.625,56.7,17.88
SHSY5Y,MTT,Fe3O4,24,15,86.25,56.7,17.88
SHSY5Y,MTT,Fe3O4,24,20,84.167,56.7,-18.745
SHSY5Y,MTT,Fe3O4,24,25,79.792,56.7,-33.83
SHSY5Y,MTT,Fe3O4,48,10,88.254,71,71.7
SHSY5Y,MTT,Fe3O4,48,25,67.143,71,71.7
SHSY5Y,MTT,Fe3O4,48,50,10,71,71.7
SHSY5Y,MTT,Fe3O4,48,100,11.587,71,71.7
SHSY5Y,MTT,Fe3O4,48,25,90.794,42.3,-8.72
SHSY5Y,MTT,Fe3O4,48,50,94.921,42.3,-8.72
SHSY5Y,MTT,Fe3O4,48,100,115.4,42.3,-8.72
SHSY5Y,MTT,Fe3O4,48,200,103.17,42.3,-8.72
SHSY5Y,MTT,Fe3O4,48,5,51.746,28,70.76
SHSY5Y,MTT,Fe3O4,48,10,38.889,28,70.76
SHSY5Y,MTT,Fe3O4,48,25,20.317,28,70.76
SHSY5Y,MTT,Fe3O4,48,50,13.651,28,70.76
SHSY5Y,MTT,Fe3O4,48,10,70.635,78.3,45.32
SHSY5Y,MTT,Fe3O4,48,25,42.381,78.3,45.32
SHSY5Y,MTT,Fe3O4,48,50,23.968,78.3,45.32
SHSY5Y,MTT,Fe3O4,48,100,12.063,78.3,45.32
SHSY5Y,MTT,Fe3O4,48,25,90.095,71,71.7
SHSY5Y,MTT,Fe3O4,48,50,85.333,71,71.7
SHSY5Y,MTT,Fe3O4,48,100,79.429,71,71.7
SHSY5Y,MTT,Fe3O4,48,200,55.81,71,71.7
SHSY5Y,MTT,Fe3O4,48,25,100.19,42.3,-8.72
SHSY5Y,MTT,Fe3O4,48,50,93.333,42.3,-8.72
SHSY5Y,MTT,Fe3O4,48,100,120.38,42.3,-8.72
SHSY5Y,MTT,Fe3O4,48,200,96.952,42.3,-8.72
SHSY5Y,MTT,Fe3O4,48,25,89.333,28,70.76
SHSY5Y,MTT,Fe3O4,48,50,90.667,28,70.76
SHSY5Y,MTT,Fe3O4,48,100,67.81,28,70.76
SHSY5Y,MTT,Fe3O4,48,200,48.952,28,70.76
SHSY5Y,MTT,Fe3O4,48,25,137.9,78.3,45.32
SHSY5Y,MTT,Fe3O4,48,50,114.1,78.3,45.32
SHSY5Y,MTT,Fe3O4,48,100,82.095,78.3,45.32
SHSY5Y,MTT,Fe3O4,48,200,70.095,78.3,45.32
SHSY5Y,MTT,Fe3O4,6,1,100.97,25,-8.72
SHSY5Y,MTT,Fe3O4,6,5,97.742,25,-8.72
SHSY5Y,MTT,Fe3O4,6,10,95.161,25,-8.72
SHSY5Y,MTT,Fe3O4,6,50,96.935,25,-8.72
SHSY5Y,MTT,Fe3O4,6,100,95.161,25,-8.72
SHSY5Y,MTT,Fe3O4,24,1,97.742,25,-8.72
SHSY5Y,MTT,Fe3O4,24,5,95.645,25,-8.72
SHSY5Y,NRU,Fe3O4,24,10,92.19,25,-8.72
SHSY5Y,NRU,Fe3O4,24,50,87.07,25,-8.72
SHSY5Y,NRU,Fe3O4,24,100,84.34,25,-8.72
SHSY5Y,NRU,Fe3O4,48,1,97.742,25,-8.72
SHSY5Y,NRU,Fe3O4,48,5,92.742,25,-8.72
SHSY5Y,NRU,Fe3O4,48,10,88.72,25,-8.72
SHSY5Y,NRU,Fe3O4,48,50,82.34,25,-8.72
SHSY5Y,NRU,Fe3O4,48,100,78.89,25,-8.72
SHSY5Y,NRU,Fe3O4,48,0.1,89.374,15.84,-43.29
SHSY5Y,NRU,Fe3O4,48,3,75.089,15.84,-43.29
SHSY5Y,NRU,Fe3O4,48,10,64.109,15.84,-43.29
SHSY5Y,NRU,Fe3O4,48,30,25.4,15.84,-43.29
SHSY5Y,NRU,Fe3O4,48,60,14.71,15.84,-43.29
SHSY5Y,NRU,Fe3O4,48,100,5.51,15.84,-43.29
SHSY5Y,NRU,Fe3O4,48,0.1,91.499,24.59,-14.25
SHSY5Y,NRU,Fe3O4,48,3,80.283,24.59,-14.25
SHSY5Y,NRU,Fe3O4,48,10,64.7,24.59,-14.25
SHSY5Y,NRU,Fe3O4,48,30,30.61,24.59,-14.25
SHSY5Y,NRU,Fe3O4,48,60,16.6,24.59,-14.25
SHSY5Y,NRU,Fe3O4,48,100,8.6,24.59,-14.25
SHSY5Y,NRU,Fe3O4,48,0.1,93.152,81.8,-8.6
SHSY5Y,NRU,Fe3O4,48,3,90.201,81.8,-8.6
SHSY5Y,NRU,Fe3O4,48,10,76.505,81.8,-8.6
SHSY5Y,NRU,Fe3O4,48,30,57.4,81.8,-8.6
SHSY5Y,NRU,Fe3O4,48,60,37.61,81.8,-8.6
SHSY5Y,NRU,Fe3O4,48,100,11.51,81.8,-8.6
SHSY5Y,NRU,Fe3O4,48,0.1,87.557,15.84,-43.29
SHSY5Y,NRU,Fe3O4,48,3,75.452,15.84,-43.29
SHSY5Y,NRU,Fe3O4,48,10,60.52,15.84,-43.29
SHSY5Y,NRU,Fe3O4,48,30,26.4,15.84,-43.29
SHSY5Y,NRU,Fe3O4,48,60,15.11,15.84,-43.29
SHSY5Y,NRU,Fe3O4,48,100,6,15.84,-43.29
SHSY5Y,NRU,Fe3O4,48,0.1,90.724,24.59,-14.25
SHSY5Y,NRU,Fe3O4,48,3,78.394,24.59,-14.25
SHSY5Y,NRU,Fe3O4,48,10,64.706,24.59,-14.25
SHSY5Y,NRU,Fe3O4,48,30,41.17,24.59,-14.25
SHSY5Y,NRU,Fe3O4,48,60,20.61,24.59,-14.25
SHSY5Y,NRU,Fe3O4,48,100,11.425,24.59,-14.25
SHSY5Y,NRU,Fe3O4,48,0.1,91.629,81.8,-8.6
SHSY5Y,NRU,Fe3O4,48,3,87.557,81.8,-8.6
SHSY5Y,NRU,Fe3O4,48,10,78.733,81.8,-8.6
SHSY5Y,NRU,Fe3O4,48,30,46.833,81.8,-8.6
SHSY5Y,NRU,Fe3O4,48,60,31.674,81.8,-8.6
SHSY5Y,NRU,Fe3O4,48,100,15.837,81.8,-8.6
SHSY5Y,NRU,Fe3O4,24,1,100,114,12.05
SHSY5Y,NRU,Fe3O4,24,5,98.305,114,28.8
SHSY5Y,NRU,Fe3O4,24,25,77.331,114,10.285
SHSY5Y,NRU,Fe3O4,24,50,65.89,114,-39.65
SHSY5Y,NRU,Fe3O4,24,100,54.661,114,-39.65
SHSY5Y,NRU,Fe3O4,24,200,45.975,114,-31.7
SHSY5Y,NRU,Fe3O4,24,400,45.339,114,-5.95
SHSY5Y,NRU,Fe3O4,24,1,106.28,114,71.7
SHSY5Y,NRU,Fe3O4,24,5,100,114,71.7
SHSY5Y,NRU,Fe3O4,24,25,91.498,114,-36.45
SHSY5Y,NRU,Fe3O4,24,50,85.83,114,-28.16
SHSY5Y,NRU,Fe3O4,24,100,80.162,114,-47.6
SHSY5Y,NRU,Fe3O4,24,200,69.838,114,-31.7
SHSY5Y,NRU,Fe3O4,24,400,52.227,114,-5.95
SHSY5Y,NRU,Fe3O4,24,50,110.02,35,-10.14
SHSY5Y,NRU,Fe3O4,24,100,123.42,23,-18.88
SHSY5Y,MTT,ZnO,24,200,111.47,25,-13
SHSY5Y,MTT,ZnO,24,50,114.7,45,-10.14
SHSY5Y,MTT,ZnO,24,100,103.72,17.5,-22.4
SHSY5Y,MTT,ZnO,24,200,108.89,25,-13
SHSY5Y,MTT,ZnO,24,50,109.37,35,-10.14
SHSY5Y,MTT,ZnO,24,100,108.89,7,-33.7
SHSY5Y,MTT,ZnO,24,200,116.64,153.88,-20.5
SHSY5Y,MTT,ZnO,24,0.5,91.139,5,-119.5
SHSY5Y,MTT,ZnO,24,1,90.416,5,-88.25
SHSY5Y,MTT,ZnO,24,2,87.523,5,-36.5
SHSY5Y,MTT,ZnO,24,4,73.237,5,-43.7
SHSY5Y,MTT,ZnO,24,0.5,90.958,30,-8.72
SHSY5Y,MTT,ZnO,24,1,89.873,30,20.27
SHSY5Y,MTT,ZnO,24,2,88.608,30,-8.72
SHSY5Y,MTT,ZnO,24,4,87.523,30,-6.475
SHSY5Y,MTT,ZnO,24,0.5,98.192,70,28.8
SHSY5Y,MTT,ZnO,24,1,93.49,70,28.8
SHSY5Y,MTT,ZnO,24,2,91.628,70,28.8
SHSY5Y,MTT,ZnO,24,4,89.873,70,28.8
SHSY5Y,MTT,ZnO,24,6.25,87.687,20,26.4
SHSY5Y,MTT,ZnO,24,12.5,83.582,20,37.28
SHSY5Y,MTT,ZnO,24,25,79.291,20,20.27
SHSY5Y,MTT,ZnO,24,50,82.276,20,8.29
SHSY5Y,MTT,ZnO,24,6.25,96.828,50,34.605
SHSY5Y,MTT,ZnO,24,12.5,94.403,50,-33
SHSY5Y,MTT,ZnO,24,25,89.552,50,-33.4
SHSY5Y,MTT,ZnO,24,50,57.649,50,18.35
SHSY5Y,MTT,ZnO,24,6.25,101.49,100,-1.46
SHSY5Y,MTT,ZnO,24,12.5,102.24,100,-4.845
SHSY5Y,MTT,ZnO,24,25,95.522,100,-4.845
SHSY5Y,NRU,ZnO,24,50,102.8,100,-28.16
SHSY5Y,NRU,ZnO,24,6.25,98.556,25,-8.72
SHSY5Y,NRU,ZnO,24,12.5,94.404,25,-8.72
SHSY5Y,NRU,ZnO,24,25,74.007,25,-8.72
SHSY5Y,NRU,ZnO,24,50,43.863,25,-8.72
SHSY5Y,NRU,ZnO,24,6.25,88.267,30,-8.72
SHSY5Y,NRU,ZnO,24,12.5,79.964,30,-8.72
SHSY5Y,NRU,ZnO,24,25,78.7,30,-8.72
SHSY5Y,NRU,ZnO,24,50,68.592,30,-8.72
SHSY5Y,NRU,ZnO,24,6.25,100.36,80,-8.72
SHSY5Y,NRU,ZnO,24,12.5,99.097,80,-8.72
SHSY5Y,NRU,ZnO,24,25,93.682,80,-8.72
SHSY5Y,NRU,ZnO,24,50,85.921,80,-8.72
SHSY5Y,NRU,ZnO,24,6.25,87.726,100,-8.72
SHSY5Y,NRU,ZnO,24,12.5,93.141,100,-8.72
SHSY5Y,NRU,ZnO,24,25,83.574,100,-8.72
SHSY5Y,NRU,ZnO,24,50,87.184,100,-8.72
SHSY5Y,NRU,ZnO,24,7.5,91.682,108.8,36.3
SHSY5Y,NRU,ZnO,24,15,91.682,39.33,-15.9
SHSY5Y,NRU,ZnO,24,30,92.25,27.5,-3.05
SHSY5Y,NRU,ZnO,24,60,86.767,126.45,-10.85
SHSY5Y,NRU,ZnO,24,30,99.258,30.15,-5.7
SHSY5Y,NRU,ZnO,24,60,96.289,30.15,-11
SHSY5Y,NRU,ZnO,24,120,92.579,30.15,-13.5
SHSY5Y,NRU,ZnO,24,240,95.547,30.15,-19.285
SHSY5Y,NRU,ZnO,24,30,97.403,45.3,-27.55
SHSY5Y,NRU,ZnO,24,60,55.473,45.3,71.23
SHSY5Y,NRU,ZnO,24,120,3.8961,45.3,20.83
SHSY5Y,NRU,ZnO,24,240,4.4527,45.3,-35.035
SHSY5Y,NRU,ZnO,24,10,15.174,1.5,-22.7
SHSY5Y,NRU,ZnO,24,10,98.172,4.2,-8.72
SHSY5Y,NRU,ZnO,24,10,103.47,13.6,-36.2
Macrophages,MTT,ZnO,24,10,14.259,1.5,-27
Macrophages,MTT,ZnO,24,10,90.494,4.2,-8.72
Macrophages,MTT,ZnO,24,10,79.087,13.6,25.85
Macrophages,MTT,ZnO,24,0.001,90.573,1.5,-88.25
HUVEC,CVS,SiO2,24,0.01,87.616,1.5,-88.25
HUVEC,CVS,SiO2,24,0.1,75.97,1.5,-43.7
HUVEC,CVS,SiO2,24,1,56.562,1.5,10.4
HUVEC,CVS,SiO2,24,10,0.92421,1.5,-27
HUVEC,CVS,SiO2,24,0.001,80.591,1.5,-8.24
HUVEC,CVS,SiO2,24,0.01,66.174,1.5,17.6
HUVEC,CVS,SiO2,24,0.1,62.477,1.5,17.6
HUVEC,CVS,SiO2,24,1,38.078,1.5,-38.7
HUVEC,CVS,SiO2,24,50,96.19,6,-22.62
HUVEC,CVS,SiO2,24,100,75.873,6,-36.25
HUVEC,CVS,SiO2,24,200,47.09,6,-45.5
HUVEC,CVS,SiO2,24,400,37.249,6,-25.165
HUVEC,CVS,SiO2,24,50,98.836,12.5,6.53
HUVEC,CVS,SiO2,24,100,89.63,12.5,-9.18
HUVEC,CVS,SiO2,24,200,78.836,12.5,-23.19
HepG2,MTT,ZnO,24,400,77.778,12.5,6.01
HepG2,MTT,ZnO,24,50,94.301,6,-8.82
HepG2,MTT,ZnO,24,100,93.534,6,-8.3
HepG2,MTT,ZnO,24,200,89.918,6,-8.34
HepG2,MTT,TiO2,24,400,81.479,6,20.02
HepG2,MTT,TiO2,24,50,87.945,12.5,-27.06
HepG2,MTT,TiO2,24,100,78.082,12.5,-36.25
HepG2,MTT,TiO2,24,200,66.904,12.5,-9.18
HepG2,MTT,CuO,24,400,48.164,12.5,-13.315
HepG2,MTT,CuO,24,50,89.18,6,-8.36
HepG2,MTT,CuO,24,100,72.85,6,-27
HepG2,MTT,CuO,24,200,57.024,6,-26.23
HepG2,MTT,Co3O4,24,400,47.125,6,-8.915
HepG2,MTT,Co3O4,24,50,90.82,12.5,-27.06
HepG2,MTT,Co3O4,24,100,83.695,12.5,-17.86
HepG2,MTT,Co3O4,24,200,75.687,12.5,-9.64
Hepatocytes,MTT,ZnO,24,400,71.841,12.5,6.01
Hepatocytes,MTT,ZnO,24,50,86.145,6,-8.36
Hepatocytes,MTT,ZnO,24,100,69.675,6,-27
Hepatocytes,MTT,ZnO,24,200,43.917,6,-45.5
Hepatocytes,MTT,TiO2,24,400,32.09,6,-25.2
Hepatocytes,MTT,TiO2,24,50,91.84,12.5,-27.06
Hepatocytes,MTT,TiO2,24,100,84.568,12.5,-17.86
Hepatocytes,MTT,TiO2,24,200,75.632,12.5,-9.64
Hepatocytes,MTT,CuO,24,400,68.711,12.5,6.01
Hepatocytes,MTT,CuO,24,50,78.221,6,-43
Hepatocytes,MTT,CuO,24,100,68.798,6,-27
Hepatocytes,MTT,CuO,24,200,52.139,6,-8.395
Hepatocytes,MTT,Co3O4,24,400,30.264,6,-25.2
Hepatocytes,MTT,Co3O4,24,50,88.654,12.5,-27.06
